Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
8,"KM Cury, R Axel","Flexible neural control of transition points within the egg-laying behavioral sequence in Drosophila",2023,"Nature Neuroscience","nature.com","https://www.nature.com/articles/s41593-023-01332-5","https://scholar.google.com/scholar?cites=8615152874573388373&as_sdt=2005&sciodt=2007&hl=en",414,"2024-02-14 17:48:04","HTML","","","",,,,,8,8.00,4,2,1,"… DeepLabCut (DLC; a feature detection algorithm) 28 was used to track the x–y position of the posterior tip of the scutellum on the thorax, and the speed was estimated by comparing the …","https://www.nature.com/articles/s41593-023-01332-5","https://scholar.google.com/scholar?q=related:Vdqh9uQrj3cJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
4,"A Saadat, A Blackwell, C Kaszowski, H Pallera…","Therapeutic hypothermia demonstrates sex-dependent improvements in motor function in a rat model of neonatal hypoxic ischemic encephalopathy",2023,"Behavioural Brain …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0166432822003874","https://scholar.google.com/scholar?cites=15966078465317919600&as_sdt=2005&sciodt=2007&hl=en",415,"2024-02-14 17:48:04","","","","",,,,,4,4.00,1,5,1,"Neonatal hypoxic ischemic encephalopathy (HIE) is a neurological disease caused by restricted oxygen and blood flow to the brain at or around the time of birth. Long term cognitive …","","https://scholar.google.com/scholar?q=related:cNtJtcXnkt0J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"J Fiorilli, P Marchesi, T Ruikes, G Huis in t Veld…","Neural correlates of object identity and reward outcome in the corticohippocampal hierarchy: double dissociation between perirhinal and secondary visual cortex",2023,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2023.05.24.542117.abstract","",416,"2024-02-14 17:48:04","","10.1101/2023.05.24.542117.abstract","","",,,,,0,0.00,0,5,1,"… sensors a) Example frame with overlayed position of snout and whisker-object contact detection for the left and right whiskers, tracked and displayed with DeepLabCut (DLC) software. …","https://www.biorxiv.org/content/10.1101/2023.05.24.542117.full.pdf","https://scholar.google.com/scholar?q=related:QW2kJyj4_fcJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"N Hatsopoulos, D Moore, J MacLean, J Walker","A dynamic subset of network interactions underlies tuning to natural movements in marmoset sensorimotor cortex",2023,"","researchsquare.com","https://www.researchsquare.com/article/rs-3750312/latest","",417,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,4,1,"… A DeepLabCut network (DLC)19 with Resnet-50 base architecture was trained on 2,343 labeled images from TY and MG recording sessions. Three labels were applied to each side of …","https://www.researchsquare.com/article/rs-3750312/latest.pdf","https://scholar.google.com/scholar?q=related:ToXEl31skd4J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"LE Robledo-Ospina, N Morehouse, F Escobar…","Visual antipredator effects of web flexing in an orb web spider, with special reference to web decorations",2023,"The Science of …","Springer","https://link.springer.com/article/10.1007/s00114-023-01849-6","",418,"2024-02-14 17:48:04","","10.1007/s00114-023-01849-6","","",,,,,0,0.00,0,4,1,"Some visual antipredator strategies involve the rapid movement of highly contrasting body patterns to frighten or confuse the predator. Bright body colouration, however, can also be …","","https://scholar.google.com/scholar?q=related:aGhznkQRa8QJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"M Haustein","Decomposition of 3D joint kinematics of walking in Drosophila melanogaster",2023,"","kups.ub.uni-koeln.de","http://kups.ub.uni-koeln.de/id/eprint/65299","",419,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,1,"Animals exhibit a rich repertoire of locomotive behaviors. In the context of legged locomotion, ie walking, animals can change their heading direction, traverse diverse substrates with …","https://kups.ub.uni-koeln.de/65299/1/Dissertation%20Moritz%20Haustein%20publication%20version.pdf","https://scholar.google.com/scholar?q=related:yYMF01ihagoJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"L Kantola","Tracking a rat in an open field experiment with a deep learning-based model",2021,"","jyx.jyu.fi","https://jyx.jyu.fi/handle/123456789/78556","",420,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,3,"… The primary goal of this project is to enable the use of DeepLabCut in real experiments and to develop it further. Along with the primary goal, another objective is to test the DeepLabCut …","https://jyx.jyu.fi/bitstream/handle/123456789/78556/1/URN%3ANBN%3Afi%3Ajyu-202111095578.pdf","https://scholar.google.com/scholar?q=related:jM-pzaMQehgJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"VF Lima Fernandes","ADAPTATIVE FUNCTIONS OF SENSORY AND BEHAVIOR LATERALITY IN ASTYANAX MEXICANUS",2021,"","scholarspace.manoa.hawaii.edu","https://scholarspace.manoa.hawaii.edu/handle/10125/81630","",421,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,3,"Laterality consists of the asymmetrical use of the left or the right side in terms of morphology (the asymmetrical disposition of visceral organs), behavior (left or right-handedness), and …","https://scholarspace.manoa.hawaii.edu/bitstreams/a8d56ceb-016f-4a6d-86ff-be727d3b9f96/download","https://scholar.google.com/scholar?q=related:JuM7jYQiyTAJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"N Wittek","Perceptual decision making and visual perception in pigeons",2021,"","scholar.archive.org","https://scholar.archive.org/work/azumn5grr5br5fnabofvwxlx2q/access/wayback/https://hss-opus.ub.ruhr-uni-bochum.de/opus4/frontdoor/deliver/index/docId/8491/file/diss.pdf","",422,"2024-02-14 17:48:04","PDF","","","",,,,,0,0.00,0,1,3,"Faced with the various unpredictabilities in their environment, animals constantly have to decide. Therefore, proper decision-making is fundamental for survival. Accordingly, decision-…","https://scholar.archive.org/work/azumn5grr5br5fnabofvwxlx2q/access/wayback/https://hss-opus.ub.ruhr-uni-bochum.de/opus4/frontdoor/deliver/index/docId/8491/file/diss.pdf","https://scholar.google.com/scholar?q=related:cBE0Y9fhXOcJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"KE Fischer","Development of a New Behavioral Assay for Juvenile Berghia stephanieae",2021,"","scholarworks.umass.edu","https://scholarworks.umass.edu/masters_theses_2/1118/","",423,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,3,"… with 1 animal were trained in DLC version 2.0.8 and later experiments containing … labeling in DLC was supported through an online GPU system in Google Collaboratory. …","https://scholarworks.umass.edu/cgi/viewcontent.cgi?article=2161&context=masters_theses_2","https://scholar.google.com/scholar?q=related:VxCEWA1zvMQJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"VFL Fernandes","Adaptative Functions of Sensory and Behavior Laterality in Astyanax mexicanus",2021,"","search.proquest.com","https://search.proquest.com/openview/572fe6beb3e25916c93cc2f1dbc8eaa4/1?pq-origsite=gscholar&cbl=18750&diss=y","",424,"2024-02-14 17:48:04","HTML","","","",,,,,0,0.00,0,1,3,"Laterality consists of the asymmetrical use of the left or the right side in terms of morphology (the asymmetrical disposition of visceral organs), behavior (left or right-handedness), and …","https://search.proquest.com/openview/572fe6beb3e25916c93cc2f1dbc8eaa4/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?q=related:Jkd8DH_vaJYJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"MP Smythe","Phenotypic and Genotypic Investigation of Gait Quality in Sport Horses",2022,"","search.proquest.com","https://search.proquest.com/openview/083a6c0a4a3446db578bc29411e08039/1?pq-origsite=gscholar&cbl=18750&diss=y","",425,"2024-02-14 17:48:04","BOOK","","","",,,,,0,0.00,0,1,2,"… The software package DeepLabCut is a common AI-based tool applied to diverse animal … We first trained the deep neural network (DNN) within the DeepLabCut (DLC, Version …","","https://scholar.google.com/scholar?q=related:QC8lsO3CczYJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
1,"AN Mohapatra, R Jabarin, N Ray, S Netser, S Wagner","Impaired emotion recognition in Cntnap2-deficient mice is associated with hyper-synchronous prefrontal cortex neuronal activity",2023,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2023.10.19.563055.abstract","https://scholar.google.com/scholar?cites=6927849025162366672&as_sdt=2005&sciodt=2007&hl=en",426,"2024-02-14 17:48:04","","10.1101/2023.10.19.563055.abstract","","",,,,,1,1.00,0,5,1,"… the empty arena, and the behavior of the subject was tracked using DeepLabCut (DLC) software 23, and analyzed by SimBA behavioral segmentation analysis (Fig. 2N and Fig. S1) 24. …","https://www.biorxiv.org/content/biorxiv/early/2023/11/21/2023.10.19.563055.full.pdf","https://scholar.google.com/scholar?q=related:0M5WqvupJGAJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
2,"M Weglage, E Wärnberg, I Lazaridis, O Tzortzi…","Complete representation of action space and value in all striatal pathways",2020,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2020.03.29.983825.abstract","https://scholar.google.com/scholar?cites=6704520341085627592&as_sdt=2005&sciodt=2007&hl=en",427,"2024-02-14 17:48:04","","10.1101/2020.03.29.983825.abstract","","",,,,,2,0.50,0,5,4,"… After running DLC on every open field video, we transformed the video coordinates (in pixels… We based our movement analysis on two markers tracked by DLC: the base of the tail and …","https://www.biorxiv.org/content/10.1101/2020.03.29.983825.full.pdf","https://scholar.google.com/scholar?q=related:yCTKZ7o9C10J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
1,"S Lee, J Banzon, K Le, D Kim","Estimating animal pose using deep learning: a trained deep learning model outperforms morphological analysis",2022,"EAI Endorsed Transactions on …","eudl.eu","https://eudl.eu/doi/10.4108/eai.22-4-2022.173951","https://scholar.google.com/scholar?cites=13616497354071863797&as_sdt=2005&sciodt=2007&hl=en",428,"2024-02-14 17:48:04","","10.4108/eai.22-4-2022.173951","","",,,,,1,0.50,0,4,2,"… In this paper, we use ResNet-50 built in the DeepLabCut and compare it with traditional morphological analysis. Especially, we investigate how the centroid of an object is accurately …","https://eudl.eu/pdf/10.4108/eai.22-4-2022.173951","https://scholar.google.com/scholar?q=related:9fF_QjOE97wJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"H Abbasi, SR Mollet, SA Williams, L Lim…","Deep-Learning Markerless Tracking of Infant General Movements using Standard Video Recordings",2023,"2023 45th Annual …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10340116/","",429,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,5,1,"… .0, using DeepLabCut, to assess their suitability for … (DLC v2.1.10.2, TensorFlow: 1.14, CUDA: 11.3, Python 3.7.9). The deep-nets were trained for 1,030,000 iterations using DeepLabCut…","https://arinex.com.au/EMBC/pdf/full-paper_14.pdf","https://scholar.google.com/scholar?q=related:cMJnhRkl0YEJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
13,"M Jayachandran, TD Viena, A Garcia, AV Veliz…","Nucleus reuniens transiently synchronizes memory networks at beta frequencies",2023,"Nature …","nature.com","https://www.nature.com/articles/s41467-023-40044-z","https://scholar.google.com/scholar?cites=16226433546117830289&as_sdt=2005&sciodt=2007&hl=en",430,"2024-02-14 17:48:04","HTML","","","",,,,,13,13.00,3,5,1,"… Behaviorally relevant events were identified through behavioral tracking using DeepLabCut (DLC) 71 for sequence memory experiments. Markers were placed manually on the rat’s …","https://www.nature.com/articles/s41467-023-40044-z","https://scholar.google.com/scholar?q=related:kdbVv1bfL-EJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"F Bonacini","Valutare l'Impatto di una Lesione Ischemica: Strumenti di Machine Learning e Analisi Neurofisiologica",2022,"","unire.unige.it","http://unire.unige.it/handle/123456789/4282","",431,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,2,"… Let us now dive into the practical use of DLC, I will now run … , ie, DeepLabCut, and understanding whether and how it could have been of use to the team. The opinion on DeepLabCut …","https://unire.unige.it/bitstream/handle/123456789/4282/tesi19402407.pdf?sequence=1","https://scholar.google.com/scholar?q=related:3pQhJwRfWzoJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
2,"JM Wagner, TH Naragon, A Brückner","Benzoquinones in the defensive secretion of a bug (Pamillia behrensii): a common chemical trait retrieved in the Heteroptera",2020,"Biorxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2020.12.11.421891.abstract","https://scholar.google.com/scholar?cites=8294072431197364948&as_sdt=2005&sciodt=2007&hl=en",432,"2024-02-14 17:48:04","","10.1101/2020.12.11.421891.abstract","","",,,,,2,0.50,1,3,4,"Benzoquinones are a phylogenetically widespread compound class within arthropods, appearing in harvestman, millipedes and insects. Whereas the function of benzoquinones as …","https://www.biorxiv.org/content/10.1101/2020.12.11.421891.full.pdf","https://scholar.google.com/scholar?q=related:1CLhqu52GnMJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
1,"MR Oyaga, I Serra, D Kurup…","Delay eyeblink conditioning performance and brain-wide c-Fos expression in male and female mice",2023,"Open …","royalsocietypublishing.org","https://royalsocietypublishing.org/doi/abs/10.1098/rsob.220121","https://scholar.google.com/scholar?cites=15180354232420747729&as_sdt=2005&sciodt=2007&hl=en",433,"2024-02-14 17:48:04","","10.1098/rsob.220121","","",,,,,1,1.00,0,4,1,"… To track different body parts and get a meaningful movement output, we used DeepLabCut (DLC), a software for automated animal pose tracking [56] (see Material and methods, …","https://royalsocietypublishing.org/doi/pdf/10.1098/rsob.220121","https://scholar.google.com/scholar?q=related:0UkJ1L5zq9IJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"J Cousineau","Dopaminergic control of the primary motor cortex microcircuits during motor skill learning",2022,"","theses.hal.science","https://theses.hal.science/tel-03974587/","",434,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,2,"Parkinson's disease, which affects more than 7 million people worldwide, is caused by the progressive loss of dopamine neurons in the midbrain. In addition to the characteristic motor …","https://theses.hal.science/tel-03974587/file/COUSINEAU_JEREMY_2022.pdf","https://scholar.google.com/scholar?q=related:xwK2pPkenAQJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"X Ma, Z Wang, S Lou, H Guo, Y Yang","Prelimbic neuron assemblies with delayed activation encode the economic decision-making process in a bandit game",2023,"Behavioural Brain Research","Elsevier","https://www.sciencedirect.com/science/article/pii/S0166432823001377","",435,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,5,1,"… The animal’s movement was tracked through a neural network framework, namely, DeepLabCut (DLC), which automatically recognized the animal’s location after being trained by …","","https://scholar.google.com/scholar?q=related:DOz2KoebKPIJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"H Brunner, H Kim, S Ahrlund-Richter, J Lunteren…","Cell type-specific representation of spatial context in the rat prefrontal cortex",2023,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2023.10.31.564949.abstract","",436,"2024-02-14 17:48:04","","10.1101/2023.10.31.564949.abstract","","",,,,,0,0.00,0,5,1,"The ability to represent ones own position in relation to cues, goals, or threats is crucial to successful goal-directed behavior. Using transgenic rats expressing Cre recombinase in …","https://www.biorxiv.org/content/biorxiv/early/2023/11/02/2023.10.31.564949.1.full.pdf","https://scholar.google.com/scholar?q=related:kqpTzNkyzfMJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
